count_session,count_hit,totals_newVisits,historic_session,historic_session_page,avg_session_time,avg_session_time_page,single_page_rate,sessionQualityDim,earliest_visit_number,latest_visit_number,time_earliest_visit,time_latest_visit,avg_visit_time,days_since_last_visit,days_since_first_visit,visits_per_day,bounce_rate,num_interactions,bounces,time_on_site,transactionRevenue,has_converted
10,1349,0,1482,0,148.2,0.0,1.0,2,1,33,18.2,12.2,17,0,27,48.17857143,0.0,2575,0,0,73342317,1
1,166,0,482,0,482.0,0.0,1.0,17,2,2,14.93,14.93,15,0,0,166.0,0.0,166,0,7548,0,0
29,2110,0,6692,0,230.7586207,0.0,1.0,4,311,339,14.37,6.65,10,0,30,68.06451613,0.0,15410,0,1241,0,0
4,837,0,2319,0,579.75,0.0,1.0,7,53,56,18.88,17.9,21,0,30,27.0,0.0,2740,0,4603,0,0
12,1080,0,4699,0,391.5833333,0.0,1.0,4,2,13,10.48,20.18,15,0,22,46.95652174,0.0,1080,0,4758,0,0
10,69,0,597,0,59.7,0.0,1.0,2,49,58,8.98,15.27,12,0,21,3.136363636,0.0,2211,0,0,59502579,1
31,2444,0,13927,0,449.2580645,0.0,1.0,24,291,321,15.22,13.73,13,0,30,78.83870968,0.0,16836,0,22464,0,0
32,3714,0,22422,2396,700.6875,74.875,0.9375,45,42,73,9.77,12.87,13,0,29,123.8,0.0,12231,0,1185,0,0
24,951,0,4600,666,191.6666667,27.75,0.958333333,4,19,165,21.43,21.4,15,0,30,30.67741935,0.0,5372,0,42,0,0
4,80,0,140,107,35.0,26.75,0.25,2,1,115,12.37,9.4,10,0,19,5.3,0.0,1290,0,572,0,0
12,540,0,4422,464,368.5,38.66666667,0.916666667,6,5,16,15.18,9.6,14,0,11,45.0,0.0,682,0,59672,647298090,1
10,910,0,6173,0,617.3,0.0,1.0,4,30,39,10.52,4.63,9,0,28,31.37931034,0.0,3763,0,58755,33512161,1
2,42,0,2862,2862,1431.0,1431.0,0.0,16,1,2,12.33,13.37,13,0,0,143.0,0.0,143,0,14896,62706872,0
17,2525,0,2300,0,135.2941176,0.0,1.0,2,11,72,19.52,6.65,13,0,26,93.51851852,0.0,17437,0,1758,18595153,1
4,295,0,703,161,175.75,40.25,0.75,4,10,13,5.62,7.28,8,0,27,10.53571429,0.0,1355,0,4991,211001934,1
26,2279,0,7162,0,275.4615385,0.0,1.0,2,1,118,18.92,10.75,11,0,30,73.51612903,0.0,17446,0,3598,198990755,1
41,2966,0,26687,9995,650.902439,243.7804878,0.902439024,6,1,158,20.08,21.72,12,0,25,114.0769231,0.0,12062,0,12545,162168735,0
10,1204,0,3879,0,387.9,0.0,1.0,45,32,41,19.42,17.65,17,0,27,43.0,0.0,4081,0,12520,0,0
19,3609,0,7164,0,377.0526316,0.0,1.0,3,12,64,8.17,12.6,9,0,27,128.8928571,0.0,11204,0,13440,322000043,1
6,1881,0,1311,0,218.5,0.0,1.0,2,3,25,21.4,20.68,19,0,21,85.5,0.0,9090,0,23504,0,0
1,12,1,1281,1281,1281.0,1281.0,0.0,43,1,1,17.2,17.2,17,0,0,91.0,0.0,107,0,12222,283967761,0
11,823,0,1517,0,137.9090909,0.0,1.0,18,147,157,14.9,1.62,11,0,28,28.37931034,0.0,5620,0,936,0,0
40,3890,0,9696,0,242.4,0.0,1.0,7,89,247,2.55,19.25,10,0,29,129.6666667,0.0,17919,0,5359,0,0
13,3616,0,4648,0,357.5384615,0.0,1.0,2,1,16,10.2,16.38,15,0,25,139.0769231,0.0,3661,0,0,68448274,1
16,1219,0,4843,0,302.6875,0.0,1.0,2,89,189,6.33,16.92,19,0,29,40.63333333,0.0,8793,0,111,0,0
17,3668,0,4099,0,241.1176471,0.0,1.0,2,1,184,6.25,3.73,15,0,29,122.2666667,0.0,8269,0,0,84332702,1
1,33,1,944,944,944.0,944.0,0.0,37,1,1,12.05,12.05,12,0,0,148.0,0.0,148,0,11352,0,0
7,209,0,615,0,87.85714286,0.0,1.0,5,93,99,7.97,17.85,16,0,24,8.36,0.0,1666,0,2120,0,0
62,14339,0,18444,0,297.483871,0.0,1.0,4,32,217,11.23,1.27,13,0,28,494.4482759,0.0,42811,0,3215,39927008,1
22,3954,0,2305,0,104.7727273,0.0,1.0,2,11,82,4.97,17.22,10,0,29,131.8,0.0,12161,0,169,880861296,1
7,481,0,3602,2067,514.5714286,295.2857143,0.857142857,5,1,5,6.37,15.0,11,0,2,187.0,0.0,561,0,133,0,0
7,593,0,837,0,119.5714286,0.0,1.0,5,3,9,16.95,13.45,15,0,21,26.95454545,0.0,656,0,146,0,0
22,3175,0,13152,4968,597.8181818,225.8181818,0.818181818,11,424,445,13.58,20.48,15,0,28,109.4827586,0.0,18512,0,99,0,0
35,5922,0,10354,0,295.8285714,0.0,1.0,3,7,69,0.42,22.32,12,0,30,191.0322581,0.0,29212,0,1531,628951175,1
16,1949,0,7422,0,463.875,0.0,1.0,2,8,116,20.27,6.72,15,0,24,77.96,0.0,7713,0,458,211539504,1
17,1200,0,1713,0,100.7647059,0.0,1.0,5,553,569,7.25,20.92,13,0,26,44.44444444,0.0,2801,0,155,0,0
40,4702,0,15473,0,386.825,0.0,1.0,3,2,60,11.83,15.23,12,0,24,188.08,0.0,7957,0,14300,0,0
15,1987,0,6804,1348,453.6,89.86666667,0.933333333,7,111,125,7.88,19.02,10,0,28,68.51724138,0.0,5644,0,2878,13934295,0
20,413,0,1389,280,69.45,14.0,0.95,4,1,20,7.97,22.53,15,0,27,14.75,0.0,1303,0,2606,216308750,1
13,1341,0,7530,0,579.2307692,0.0,1.0,2,4,115,15.4,5.48,11,0,23,55.875,0.0,6502,0,2860,75850958,1
2,131,0,7201,7201,3600.5,3600.5,0.0,60,1,2,20.37,5.25,16,0,0,611.0,0.0,612,0,58465,0,0
13,1873,0,11154,1562,858.0,120.1538462,0.923076923,4,17,29,10.98,10.93,13,0,20,89.19047619,0.0,2281,0,17802,165381954,0
1,25,0,12,0,12.0,0.0,1.0,4,135,135,16.7,16.7,17,0,0,25.0,0.0,853,0,3630,0,0
25,1187,0,3355,0,134.2,0.0,1.0,3,1,44,3.02,7.4,11,0,29,39.56666667,0.0,6042,0,4847,22965176,1
25,1006,0,5959,1433,238.36,57.32,0.96,7,207,232,3.17,18.52,13,0,29,33.53333333,0.0,3239,0,2792,0,0
2,223,0,253,0,126.5,0.0,1.0,2,26,27,20.68,14.1,15,0,27,7.964285714,0.0,2015,0,937,0,0
15,1860,0,7413,1363,494.2,90.86666667,0.933333333,50,100,114,10.8,18.93,14,0,23,77.5,0.0,5776,0,3387,0,0
111,6655,0,22455,0,202.2972973,0.0,1.0,5,628,739,3.8,17.48,13,0,29,221.8333333,0.0,13923,0,3257,0,0
5,189,0,4766,4766,953.2,953.2,0.2,44,1,4,9.35,6.3,7,0,28,27.13793103,0.0,1387,0,2067,86958496,1
18,2702,0,3938,0,218.7777778,0.0,1.0,2,2,39,6.28,11.63,10,0,23,112.5833333,0.0,3276,0,569,67901052,1
6,242,0,596,0,99.33333333,0.0,1.0,5,103,108,4.27,11.08,13,0,28,8.344827586,0.0,986,0,144,0,0
27,3749,0,16008,8555,592.8888889,316.8518519,0.925925926,4,2,65,4.68,13.73,12,0,29,136.8333333,0.0,7499,0,25025,461546414,0
22,3943,0,11866,2096,539.3636364,95.27272727,0.909090909,4,375,396,11.37,10.68,13,0,30,127.1935484,0.0,16168,0,12137,24497969,0
40,7056,0,10614,0,265.35,0.0,1.0,4,2,59,13.4,19.88,13,0,27,252.0,0.0,25091,0,1046,134635553,1
41,5019,0,18323,2414,446.902439,58.87804878,0.975609756,3,1,349,12.87,13.2,14,0,29,170.3,0.0,20094,0,5532,124370086,1
51,7480,0,11858,0,232.5098039,0.0,1.0,6,2,44,12.33,10.53,11,0,30,241.2903226,0.0,10168,0,5946,181679328,1
9,1286,0,3261,1383,362.3333333,153.6666667,0.777777778,16,69,77,6.53,11.43,14,0,29,42.86666667,0.0,5189,0,4416,31010474,0
14,1301,0,7103,0,507.3571429,0.0,1.0,4,539,553,19.08,23.8,13,0,24,52.04,0.0,7769,0,768,0,0
66,5263,0,25557,822,387.2272727,12.45454545,0.96969697,6,909,975,7.63,14.95,10,0,29,175.4333333,0.0,32872,0,14394,0,0
6,757,0,3793,0,632.1666667,0.0,1.0,6,14,19,1.98,17.62,5,0,28,26.10344828,0.0,1339,0,37855,0,0
24,1604,0,8607,2909,358.625,121.2083333,0.875,50,116,139,19.45,12.68,14,0,30,51.74193548,0.0,6270,0,44,0,0
4,684,0,2221,2100,555.25,525.0,0.5,44,24,27,16.07,7.58,11,0,24,27.36,0.0,2482,0,32734,525239650,1
56,8649,0,16782,0,299.6785714,0.0,1.0,8,3,57,14.72,16.62,12,0,29,288.3,0.0,30267,0,1139,313362936,1
8,824,0,1337,0,167.125,0.0,1.0,2,8,66,6.68,7.82,12,0,15,51.5,0.0,7971,0,12787,41746929,1
4,343,0,2659,0,664.75,0.0,1.0,5,70,73,12.15,13.3,16,0,20,16.33333333,0.0,452,0,50,0,0
68,13414,0,18464,0,271.5294118,0.0,1.0,2,10,258,15.85,13.47,11,0,30,432.7096774,0.0,36995,0,0,75300997,1
2,170,0,427,264,213.5,132.0,0.5,5,33,34,11.62,10.52,11,0,1,85.0,0.0,896,0,7114,2929883038,0
29,4321,0,7013,0,241.8275862,0.0,1.0,2,89,236,8.78,16.32,13,0,29,144.0333333,0.0,15886,0,11714,267890963,1
7,750,0,2437,0,348.1428571,0.0,1.0,48,192,198,15.4,11.43,12,0,28,25.86206897,0.0,13382,0,10850,0,0
8,1092,0,4110,2673,513.75,334.125,0.625,5,21,28,16.7,18.57,16,0,26,40.44444444,0.0,3779,0,3058,68517132,1
3,388,0,279,0,93.0,0.0,1.0,2,48,50,15.57,21.13,16,0,15,24.25,0.0,2096,0,256,28723114,1
32,3905,0,22836,6182,713.625,193.1875,0.875,24,1,83,16.95,13.62,18,0,30,125.9677419,0.0,10423,0,37739,506169202,1
55,9939,0,30596,6189,556.2909091,112.5272727,0.890909091,2,89,323,12.68,15.68,10,0,29,339.0,0.03,25398,0,2023,0,0
21,1270,0,9073,0,432.047619,0.0,1.0,6,172,192,20.27,19.57,11,0,23,52.91666667,0.0,2413,0,777,0,0
10,1955,0,10204,4700,1020.4,470.0,0.9,2,2,8,13.18,9.98,15,0,29,65.16666667,0.0,3908,0,15144,244986413,1
1,33,1,1484,1484,1484.0,1484.0,0.0,42,1,1,7.0,7.0,7,0,0,189.0,0.0,203,0,0,18731511,1
5,539,0,571,0,114.2,0.0,1.0,4,42,46,12.2,6.2,6,0,27,19.25,0.0,2859,0,2063,14129956,1
53,10167,0,27928,0,526.9433962,0.0,1.0,2,7,150,19.62,19.52,14,0,30,327.9677419,0.0,31781,0,11203,582096782,1
17,1760,0,3209,0,188.7647059,0.0,1.0,2,2,95,7.97,13.08,10,0,29,58.66666667,0.0,4638,0,236,0,0
46,4013,0,9102,0,197.8695652,0.0,1.0,2,21,101,21.18,17.1,13,0,29,134.3666667,0.0,11535,0,13308,0,0
10,972,0,4274,0,427.4,0.0,1.0,2,113,122,6.25,20.33,8,0,17,54.0,0.0,8885,0,5702,470275344,1
8,1091,0,4094,1788,511.75,223.5,0.875,6,43,50,12.12,21.7,12,0,19,54.55,0.0,1398,0,28,0,0
7,282,0,3269,0,467.0,0.0,1.0,5,60,66,18.88,20.12,17,0,25,10.84615385,0.0,572,0,406,0,0
3,212,0,844,0,281.3333333,0.0,1.0,7,21,23,15.4,15.45,15,0,16,12.47058824,0.0,534,0,963,0,0
2,30,0,852,852,426.0,426.0,0.0,7,5,6,12.93,17.9,16,0,0,127.0,0.0,127,0,2035,0,0
34,6772,0,22833,1456,671.5588235,42.82352941,0.941176471,6,70,104,5.62,11.1,10,0,29,225.7333333,0.0,12277,0,40907,0,0
9,1173,0,2574,0,286.0,0.0,1.0,5,1,9,20.65,7.75,17,0,19,58.65,0.0,1511,0,1183,0,0
3,486,0,4164,0,1388.0,0.0,1.0,46,28,30,16.92,10.57,15,0,21,22.09090909,0.0,1545,0,1877,0,0
8,654,0,5064,0,633.0,0.0,1.0,2,236,243,6.65,19.07,9,0,5,109.0,0.0,654,0,0,28232667,1
10,1537,0,7137,3619,713.7,361.9,0.7,50,35,44,8.28,18.62,18,0,27,54.89285714,0.0,5011,0,1930,0,0
21,1479,0,12752,2049,607.2380952,97.57142857,0.761904762,6,103,123,13.33,19.38,12,0,29,49.3,0.0,9932,0,52745,78982779,1
11,1378,0,2422,0,220.1818182,0.0,1.0,2,175,185,13.68,17.28,12,0,29,45.93333333,0.0,8002,0,5301,116035391,1
1,139,1,40,0,40.0,0.0,1.0,2,1,1,14.72,14.72,15,0,0,139.0,0.0,328,0,169,0,0
27,4316,0,12500,0,462.962963,0.0,1.0,2,44,229,21.43,2.28,13,0,28,148.8275862,0.0,20405,0,41584,287814087,1
23,1017,0,3440,2124,149.5652174,92.34782609,0.956521739,6,115,562,8.42,18.05,14,0,29,33.9,0.0,8255,0,18806,47291685,0
19,942,0,5228,0,275.1578947,0.0,1.0,6,353,371,14.72,6.43,14,0,30,30.38709677,0.0,2559,0,8151,0,0
19,1142,0,29466,29377,1550.842105,1546.157895,0.263157895,55,7,29,9.88,14.73,16,0,24,126.44,0.0,3430,0,65162,0,0
3,863,0,5620,0,1873.333333,0.0,1.0,4,2,4,7.1,11.97,8,0,4,172.6,0.0,863,0,26439,0,0
9,168,0,4004,4004,444.8888889,444.8888889,0.111111111,46,1,69,8.95,6.82,7,0,25,20.53846154,0.0,741,0,7143,132474910,1
3,111,0,90,0,30.0,0.0,1.0,2,14,37,16.6,6.57,10,0,9,11.1,0.0,2945,0,1224,59882401,1
28,1839,0,9247,0,330.25,0.0,1.0,21,283,311,11.37,23.35,14,0,30,59.32258065,0.0,5079,0,786,0,0
2,249,0,937,0,468.5,0.0,1.0,25,2,3,7.35,2.55,4,0,1,124.5,0.0,249,0,1676,0,0
5,638,0,4012,3907,802.4,781.4,0.6,50,1,86,13.4,5.07,15,0,25,24.53846154,0.0,3065,0,880,30738214,0
10,905,0,2900,1669,290.0,166.9,0.8,5,121,130,12.8,11.28,7,0,30,29.19354839,0.0,7475,0,464,0,0
13,845,0,2305,0,177.3076923,0.0,1.0,8,8,20,21.27,17.9,18,0,14,56.33333333,0.0,845,0,34336,0,0
47,3623,0,22947,10868,488.2340426,231.2340426,0.829787234,3,28,74,7.28,17.07,13,0,29,120.7666667,0.0,9692,0,227,0,0
24,4391,0,6251,0,260.4583333,0.0,1.0,2,5,77,20.62,12.3,15,0,27,156.8214286,0.0,9182,0,820,87530806,1
19,1692,0,15400,205,810.5263158,10.78947368,0.947368421,5,1,116,13.02,18.97,18,0,28,59.4137931,0.05,2222,0,89159,0,0
19,1966,0,2861,0,150.5789474,0.0,1.0,2,8,117,11.13,9.32,7,0,27,70.21428571,0.0,8477,0,3684,378815994,1
36,6925,0,9610,0,266.9444444,0.0,1.0,2,93,264,23.0,20.15,14,0,30,223.3870968,0.0,18011,0,573,0,0
5,1216,0,5380,0,1076.0,0.0,1.0,5,34,38,12.37,12.28,12,0,20,57.9047619,0.0,2249,0,12012,0,0
37,3975,0,13244,1152,357.9459459,31.13513514,0.945945946,6,277,314,11.62,16.23,14,0,29,132.5,0.0,21646,0,222,0,0
10,1059,0,5403,1128,540.3,112.8,0.8,8,5,100,11.7,15.93,10,0,29,35.3,0.0,5863,0,19656,896034502,1
10,634,0,1915,956,191.5,95.6,0.9,5,2,45,11.77,10.2,11,0,29,21.13333333,0.0,8194,0,1386,54179844,1
9,1720,0,1327,0,147.4444444,0.0,1.0,2,5,76,17.38,19.73,17,0,24,68.8,0.0,9027,0,0,68622379,1
4,90,0,5130,5106,1282.5,1276.5,0.25,4,1,5,7.35,19.38,10,0,0,615.0,0.0,615,0,53690,0,0
9,1025,0,3825,0,425.0,0.0,1.0,10,3,12,21.02,10.07,15,0,4,205.0,0.0,1286,0,1186,161121106,1
5,328,0,5215,4803,1043.0,960.6,0.2,8,4,8,7.68,14.03,10,0,19,38.4,0.33,935,0,543,0,0
8,775,0,2748,0,343.5,0.0,1.0,5,23,30,16.7,17.5,15,0,27,27.67857143,0.0,810,0,5517,0,0
4,658,0,395,0,98.75,0.0,1.0,2,5,27,7.85,5.43,7,0,7,82.25,0.0,5979,0,437,41710909,1
16,1502,0,2695,0,168.4375,0.0,1.0,2,7,180,8.88,10.23,13,0,27,53.64285714,0.0,16150,0,182,49727742,1
67,7594,0,42713,3279,637.5074627,48.94029851,0.955223881,5,102,171,15.1,11.72,12,0,29,253.1333333,0.0,27016,0,3330,0,0
51,8769,0,14704,0,288.3137255,0.0,1.0,2,41,165,7.75,18.62,10,0,29,292.3,0.0,26993,0,0,451209546,1
5,994,0,1291,0,258.2,0.0,1.0,2,25,29,15.6,15.87,18,0,2,331.3333333,0.0,3148,0,4911,0,0
11,829,0,4056,1138,368.7272727,103.4545455,0.909090909,25,49,59,8.85,10.13,9,0,27,29.60714286,0.0,4462,0,9204,0,0
10,1408,0,2485,0,248.5,0.0,1.0,2,130,139,14.78,19.03,14,0,28,48.55172414,0.0,11164,0,0,48851740,1
7,395,0,2913,0,416.1428571,0.0,1.0,50,86,92,9.2,20.27,15,0,28,13.62068966,0.0,1294,0,78,0,0
10,1340,0,2578,0,257.8,0.0,1.0,2,27,36,20.15,18.75,14,0,18,70.52631579,0.0,3088,0,593,49006328,1
15,1274,0,4971,0,331.4,0.0,1.0,18,10,228,13.08,12.17,14,0,28,43.93103448,0.0,6695,0,284,0,0
23,3953,0,7028,0,305.5652174,0.0,1.0,2,52,124,12.4,9.83,13,0,30,127.516129,0.0,10998,0,8846,868280076,1
25,7223,0,13193,0,527.72,0.0,1.0,2,20,180,6.72,21.25,13,0,27,257.9642857,0.0,20521,0,8017,0,0
3,178,0,7147,7002,2382.333333,2334.0,0.666666667,2,1,62,8.28,16.0,10,0,5,68.66666667,0.0,1763,0,42264,619202544,1
30,1475,0,8987,3640,299.5666667,121.3333333,0.933333333,4,192,221,18.95,13.43,15,0,27,52.67857143,0.0,8793,0,15164,85721238,0
34,5207,0,23390,8180,687.9411765,240.5882353,0.882352941,11,14,199,14.87,17.57,10,0,27,186.6071429,0.0,29212,0,41645,0,0
18,2032,0,6895,0,383.0555556,0.0,1.0,2,4,140,6.08,15.9,13,0,28,70.06896552,0.0,8954,0,122,24122025,1
21,1546,0,5132,2472,244.3809524,117.7142857,0.857142857,4,3,42,5.55,5.0,12,0,27,60.60714286,0.0,3907,0,0,82463925,1
20,2212,0,12472,8743,623.6,437.15,0.6,53,8,317,13.93,10.65,12,0,30,79.58064516,0.0,14263,0,3633,0,0
10,1381,0,5478,2357,547.8,235.7,0.8,53,162,171,11.02,9.87,12,0,24,55.24,0.0,2110,0,58794,2949905843,1
2,105,0,56,0,28.0,0.0,1.0,2,110,111,7.07,16.42,11,0,17,5.833333333,0.0,12702,0,0,44225970,1
51,4481,0,26696,5469,523.4509804,107.2352941,0.941176471,6,1,50,3.95,13.12,10,0,29,149.3666667,0.0,20115,0,35256,176087220,0
23,1493,0,4968,0,216.0,0.0,1.0,5,15,37,23.85,19.42,16,0,22,64.91304348,0.0,3626,0,21226,0,0
1,5,0,931,931,931.0,931.0,0.0,29,14,14,15.82,15.82,16,0,0,151.0,0.0,151,0,7520,0,0
45,7586,0,32533,430,722.9555556,9.555555556,0.977777778,53,159,203,10.38,18.12,14,0,29,252.8666667,0.0,24498,0,43539,0,0
15,3479,0,9680,3987,645.3333333,265.8,0.933333333,2,1,13,2.88,19.92,10,0,13,275.5,0.19,3857,0,37224,323442054,0
6,97,0,75,0,12.5,0.0,1.0,2,23,28,10.13,8.4,10,0,30,3.129032258,0.0,1267,0,1788,0,0
12,1944,0,6571,0,547.5833333,0.0,1.0,5,24,35,15.78,0.72,10,0,27,69.42857143,0.0,4745,0,9143,42743840,1
25,2316,0,10919,0,436.76,0.0,1.0,21,83,107,13.4,19.08,15,0,27,82.71428571,0.0,5195,0,1962,0,0
22,1346,0,12689,0,576.7727273,0.0,1.0,19,26,47,1.28,16.2,11,0,26,49.85185185,0.0,1346,0,28372,0,0
35,5862,0,7947,0,227.0571429,0.0,1.0,2,18,146,6.82,21.22,14,0,30,189.0967742,0.0,23885,0,5041,81709996,1
18,3011,0,5437,0,302.0555556,0.0,1.0,8,80,95,10.95,9.65,13,0,30,97.12903226,0.0,5315,0,4736,168209207,1
10,635,0,2507,550,250.7,55.0,0.9,6,5,14,8.92,16.78,10,0,29,21.16666667,0.0,766,0,23841,0,0
2,37,0,3026,3026,1513.0,1513.0,0.0,22,85,86,8.85,10.85,9,0,0,112.0,0.0,120,0,1966,0,0
2,74,0,2491,2491,1245.5,1245.5,0.0,18,1,2,11.2,15.97,13,0,0,304.0,0.0,304,0,1944,0,0
27,2984,0,13368,11200,495.1111111,414.8148148,0.518518519,8,2,75,14.82,12.97,15,0,30,151.3870968,0.34,11439,0,26598,0,0
1,53,0,1518,1518,1518.0,1518.0,0.0,54,2,2,9.77,9.77,10,0,0,182.0,0.0,191,0,4677,464626524,1
31,4115,0,8419,777,271.5806452,25.06451613,0.967741935,2,1,149,9.45,11.75,13,0,29,140.1333333,0.0,10769,0,0,261536689,1
36,3616,0,17276,6501,479.8888889,180.5833333,0.833333333,21,15,50,19.42,3.97,11,0,18,190.3157895,0.0,3644,0,5747,0,0
38,6900,0,16022,0,421.6315789,0.0,1.0,2,36,310,11.23,9.95,10,0,26,255.5555556,0.0,37361,0,3083,137689840,1
45,11486,0,17537,0,389.7111111,0.0,1.0,2,1,59,17.32,1.03,13,0,27,410.2142857,0.0,11486,0,0,107842469,1
28,5039,0,34981,18048,1249.321429,644.5714286,0.75,16,7,33,4.37,11.8,7,0,29,169.2666667,0.03,6426,0,221088,6298850214,0
7,174,0,460,0,65.71428571,0.0,1.0,4,85,91,6.9,17.43,13,0,19,8.7,0.0,174,0,338,0,0
6,416,0,2411,0,401.8333333,0.0,1.0,44,88,93,12.08,9.4,9,0,24,16.64,0.0,3565,0,19116,0,0
13,386,0,1339,0,103.0,0.0,1.0,6,271,283,11.7,15.7,14,0,29,12.86666667,0.0,3372,0,322,0,0
15,3462,0,5884,0,392.2666667,0.0,1.0,3,1,14,14.43,19.53,16,0,17,192.3333333,0.0,3481,0,9042,0,0
9,231,0,1063,0,118.1111111,0.0,1.0,11,29,37,12.12,22.5,20,0,24,9.24,0.0,1080,0,3638,0,0
22,933,0,3473,0,157.8636364,0.0,1.0,2,285,306,13.8,7.63,14,0,30,30.09677419,0.0,1664,0,535,0,0
49,8360,0,7386,0,150.7346939,0.0,1.0,2,3,593,19.27,16.23,14,0,30,269.6774194,0.0,45696,0,206,23727230,1
4,580,0,1042,0,260.5,0.0,1.0,2,1,12,20.08,19.7,20,0,14,38.66666667,0.0,977,0,9081,19085465,1
23,2146,0,12565,2751,546.3043478,119.6086957,0.869565217,3,5,97,20.3,16.92,16,0,26,92.44444444,0.08,4143,0,0,141045247,1
7,193,0,1271,0,181.5714286,0.0,1.0,19,100,106,17.92,10.18,16,0,25,7.423076923,0.0,1602,0,264,0,0
1,49,0,116,0,116.0,0.0,1.0,5,53,53,12.55,12.55,13,0,0,49.0,0.0,4446,0,1794,0,0
15,791,0,7072,0,471.4666667,0.0,1.0,21,72,86,2.63,20.97,9,0,26,29.2962963,0.0,4380,0,49967,0,0
18,2784,0,9571,0,531.7222222,0.0,1.0,4,7,24,21.72,15.57,19,0,26,103.1111111,0.0,3580,0,8112,0,0
11,1201,0,6948,581,631.6363636,52.81818182,0.909090909,21,1,11,15.97,7.0,10,0,28,41.4137931,0.0,1201,0,366595,1925493108,1
12,922,0,5792,2331,482.6666667,194.25,0.916666667,53,247,258,6.15,5.53,9,0,27,32.92857143,0.0,3069,0,146,0,0
6,753,0,4478,4350,746.3333333,725.0,0.5,6,129,134,18.88,16.4,17,0,19,37.65,0.0,6430,0,13842,1017063465,1
10,287,0,4108,0,410.8,0.0,1.0,5,57,66,2.38,22.75,15,0,23,11.95833333,0.0,2898,0,1468,0,0
21,3024,0,4756,0,226.4761905,0.0,1.0,2,2,70,19.67,21.02,17,0,29,100.8,0.0,9012,0,3160,303506765,1
78,5540,0,22360,980,286.6666667,12.56410256,0.987179487,4,80,157,13.3,12.6,12,0,30,178.7096774,0.0,11713,0,6313,0,0
19,2806,0,9922,4487,522.2105263,236.1578947,0.894736842,2,1,263,9.03,16.95,10,0,29,106.5,0.0,7427,0,13470,0,0
15,993,0,2063,0,137.5333333,0.0,1.0,4,20,34,16.53,10.82,14,0,24,39.72,0.0,1619,0,736,0,0
6,1631,0,3351,0,558.5,0.0,1.0,11,60,65,11.7,18.83,17,0,24,65.24,0.0,10008,0,3772,314118945,1
76,4210,0,37323,15627,491.0921053,205.6184211,0.881578947,44,126,699,4.23,17.98,11,0,29,140.5666667,0.0,22226,0,2466,14674844,0
6,1137,0,2874,0,479.0,0.0,1.0,8,93,138,16.95,9.93,17,0,25,43.73076923,0.0,11282,0,693,40471360,1
23,3190,0,6369,0,276.9130435,0.0,1.0,4,2,52,15.82,21.07,13,0,30,102.9032258,0.0,7225,0,700,0,0
35,4686,0,11369,0,324.8285714,0.0,1.0,7,113,147,11.67,10.52,11,0,30,151.1612903,0.0,18593,0,6940,50722170,1
10,567,0,1260,0,126.0,0.0,1.0,6,88,97,11.95,16.15,13,0,26,21.0,0.0,1404,0,44,0,0
24,1206,0,3988,0,166.1666667,0.0,1.0,6,76,99,11.95,14.23,12,0,29,40.2,0.0,1769,0,1445,0,0
32,3587,0,9115,3952,284.84375,123.5,0.8125,4,247,278,6.72,13.68,12,0,29,119.5666667,0.0,12234,0,1213,0,0
44,7511,0,10260,0,233.1818182,0.0,1.0,2,3,65,6.87,12.25,13,0,28,259.0,0.0,15301,0,1546,124983744,1
22,4486,0,4265,0,193.8636364,0.0,1.0,2,87,106,14.28,13.1,10,0,22,195.0434783,0.0,13653,0,371,244108792,1
1,68,1,3255,3255,3255.0,3255.0,0.0,42,1,1,6.68,6.68,7,0,0,294.0,0.0,294,0,9786,0,0
32,2539,0,17886,5506,558.9375,172.0625,0.875,4,353,384,8.57,16.08,10,0,29,84.63333333,0.0,7159,0,3107,0,0
10,810,0,2623,0,262.3,0.0,1.0,4,120,129,9.82,16.52,12,0,24,32.4,0.0,1360,0,1701,0,0
28,4144,0,15166,0,541.6428571,0.0,1.0,3,14,83,22.18,23.17,15,0,27,148.0,0.0,14916,0,1281,99809975,1
27,2690,0,17504,5499,648.2962963,203.6666667,0.851851852,4,1,452,20.77,14.47,11,0,26,99.62962963,0.0,2690,0,11227,204808008,0
9,449,0,221,0,24.55555556,0.0,1.0,2,36,44,7.88,18.13,15,0,29,14.96666667,0.0,2175,0,0,16226716,1
9,2456,0,7162,3457,795.7777778,384.1111111,0.666666667,5,141,150,17.03,12.9,12,0,26,90.96296296,0.0,7867,0,96364,1882508330,1
2,80,0,167,0,83.5,0.0,1.0,5,67,68,9.53,15.72,13,0,7,10.0,0.0,614,0,970,0,0
29,2888,0,22342,2542,770.4137931,87.65517241,0.931034483,10,47,75,18.07,17.55,13,0,30,93.16129032,0.0,17340,0,5859,0,0
23,3211,0,9077,4398,394.6521739,191.2173913,0.782608696,16,38,60,20.12,20.83,20,0,21,145.9545455,0.0,10787,0,2409,47749084,0
3,328,0,778,0,259.3333333,0.0,1.0,5,41,43,13.58,17.17,14,0,4,65.6,0.0,437,0,1944,0,0
28,3416,0,5877,0,209.8928571,0.0,1.0,2,63,151,9.28,19.37,12,0,25,131.3846154,0.0,10505,0,351,92690490,1
9,992,0,1927,442,214.1111111,49.11111111,0.888888889,2,1,8,13.8,20.67,18,0,28,34.20689655,0.0,1117,0,3628,87381820,1
